ID,Var,Plot,Pop,Add,Garden,OrigSize,Flow14,FlowNo14,Dayofyear14,Alive14,Size14,Flow15,FlowNo15,Dayofyear15,Alive15,Size15,Flow16,FlowNo16,Dayofyear16,Alive16,Size16
466,Southern,P,E,0,SVANVIK,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Northern,P,G,0,SVANVIK,0.762,0,0,0,1,5.015,1,6,169,1,4.874,1,2,155,1,3.827
469,Northern,P,H,0,SVANVIK,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Northern,P,H,0,SVANVIK,0.489,0,0,0,1,0.415,0,0,0,1,0.117,0,0,0,1,0.415
471,Northern,P,F,0,SVANVIK,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Northern,P,F,0,SVANVIK,0.402,0,0,0,1,1.368,0,0,0,1,0.403,0,0,0,0,0
473,Southern,P,B,0,SVANVIK,0.212,0,0,0,1,8.924,1,3,166,1,7.677,0,0,0,1,3.942
474,Southern,P,C,0,SVANVIK,0.219,0,0,0,1,12.965,1,4,166,1,3.639,1,1,155,1,3.221
475,Southern,P,E,0,SVANVIK,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Southern,P,E,0,SVANVIK,0.829,0,0,0,1,25.709,1,6,163,1,15.642,0,0,0,1,2.772
477,Southern,P,B,0,SVANVIK,0.511,1,2,169,1,15.606,0,0,0,1,9.07,1,2,155,1,7.721
478,Northern,P,F,0,SVANVIK,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Southern,P,E,0,SVANVIK,0.493,0,0,169,1,23.019,0,0,0,1,1.812,0,0,0,1,1.968
480,Northern,P,F,0,SVANVIK,0.216,0,0,0,1,0.412,0,0,0,1,0.106,0,0,0,1,0.447
481,Southern,Q,E,0,SVANVIK,0.729,1,2,162,1,10.23,1,8,0,1,13.742,1,9,145,1,8.715
482,Northern,Q,G,0,SVANVIK,0.688,0,0,0,1,6.228,1,4,0,1,4.738,1,8,154,1,2.683
483,Southern,Q,C,0,SVANVIK,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Southern,Q,C,0,SVANVIK,0.227,0,0,0,1,2.445,0,0,0,1,3.396,0,0,0,1,2.478
485,Northern,Q,F,0,SVANVIK,0.449,0,0,0,1,3.268,1,2,0,1,1.335,1,2,154,1,0
486,Northern,Q,H,0,SVANVIK,0.089,0,0,0,1,0.7,1,2,0,1,1.528,1,3,145,1,0
487,Northern,Q,G,0,SVANVIK,1.002,1,1,169,1,2.91,1,3,0,1,0.661,1,7,151,1,2.847
488,Northern,Q,G,0,SVANVIK,0.38,0,0,0,1,0.725,0,0,0,0,0,0,0,0,0,0
489,Southern,Q,E,0,SVANVIK,0.202,1,1,169,1,16.351,1,5,0,1,17.697,1,5,148,1,13.842
490,Northern,Q,G,0,SVANVIK,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Northern,Q,H,0,SVANVIK,0.614,0,0,0,1,1.086,0,0,0,0,0,0,0,0,0,0
492,Southern,Q,E,0,SVANVIK,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Northern,Q,F,0,SVANVIK,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Northern,Q,H,0,SVANVIK,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Northern,Q,F,0,SVANVIK,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Southern,Q,E,0,SVANVIK,0.287,1,1,169,1,5.777,1,6,0,1,0,1,14,148,1,12.361
497,Northern,Q,H,0,SVANVIK,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Southern,Q,B,0,SVANVIK,0.279,1,2,162,1,4.193,1,2,0,1,8.371,0,0,0,1,1.023
499,Southern,Q,C,0,SVANVIK,0.235,1,2,162,1,0,1,3,0,1,9.9,1,1,151,1,6.265
500,Northern,Q,F,0,SVANVIK,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Southern,Q,B,0,SVANVIK,0.277,1,2,162,1,5.983,1,3,0,1,10.383,1,1,155,1,14.667
502,Southern,Q,C,0,SVANVIK,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Southern,Q,E,0,SVANVIK,0.127,0,0,0,1,1.898,0,0,0,1,0.764,0,0,0,1,2.916
504,Southern,Q,B,0,SVANVIK,0.236,0,0,0,1,0.574,0,0,0,1,0.847,0,0,0,1,1.534
505,Northern,Q,H,0,SVANVIK,0.45,0,0,0,1,2.337,0,0,0,1,0.879,0,0,0,0,0
506,Southern,Q,B,0,SVANVIK,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Northern,Q,F,0,SVANVIK,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Southern,Q,C,0,SVANVIK,0.308,1,2,162,1,7.986,1,5,0,1,7.47,1,6,147,1,0.558
509,Southern,Q,E,0,SVANVIK,0.304,0,0,0,1,2.183,0,0,0,1,4.369,1,2,148,1,0.833
510,Northern,Q,G,0,SVANVIK,0.552,0,0,0,1,8.385,1,9,0,1,11.332,1,6,148,1,2.576
511,Northern,R,G,0,SVANVIK,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Southern,R,B,0,SVANVIK,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Southern,R,C,0,SVANVIK,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Northern,R,G,0,SVANVIK,0.429,0,0,0,1,0.481,0,0,0,0,0,0,0,0,0,0
515,Southern,R,C,0,SVANVIK,0.096,0,0,0,1,1.852,0,0,0,1,0.169,0,0,0,0,0
516,Northern,R,F,0,SVANVIK,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Northern,R,G,0,SVANVIK,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Southern,R,E,0,SVANVIK,1.136,0,0,0,1,2.645,1,2,173,1,2.152,1,2,155,1,1.096
519,Southern,R,B,0,SVANVIK,0.108,0,0,0,1,0.186,0,0,0,0,0,0,0,0,0,0
520,Southern,R,C,0,SVANVIK,0.112,0,0,0,1,4.129,1,3,169,1,1.54,1,2,155,1,0.856
521,Northern,R,H,0,SVANVIK,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Northern,R,G,0,SVANVIK,0.466,0,0,0,1,0.96,0,0,0,0,0,0,0,0,0,0
523,Southern,R,E,0,SVANVIK,0.56,1,3,155,1,27.797,1,3,173,1,5.747,1,2,151,1,2.646
524,Northern,R,F,0,SVANVIK,0.475,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.101
525,Southern,R,E,0,SVANVIK,0.41,0,0,0,1,5.979,1,3,169,1,3.339,0,0,0,1,3.392
526,Northern,R,H,0,SVANVIK,0.108,0,0,0,1,2.049,0,0,0,0,0,0,0,0,0,0
527,Northern,R,F,0,SVANVIK,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Southern,R,E,0,SVANVIK,0.938,0,0,0,1,16.223,1,4,163,1,7.835,1,8,151,1,2.821
529,Southern,R,E,0,SVANVIK,0.479,1,3,155,1,12.334,1,7,159,1,7.286,1,1,151,1,5.217
530,Southern,R,B,0,SVANVIK,0.203,0,0,0,1,4.454,0,0,0,0,0,0,0,0,0,0
531,Northern,R,F,0,SVANVIK,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Southern,R,B,0,SVANVIK,0.162,0,0,0,1,1.905,0,0,0,1,6.12,0,0,0,0,0
533,Southern,R,C,0,SVANVIK,1.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Northern,R,H,0,SVANVIK,0.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Southern,R,E,0,SVANVIK,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Northern,R,G,0,SVANVIK,0.909,0,0,0,1,1.916,0,0,0,0,0,0,0,0,0,0
537,Southern,R,C,0,SVANVIK,0.239,0,0,0,1,19.427,1,2,169,1,6.998,1,4,152,1,5.871
538,Northern,R,F,0,SVANVIK,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Northern,R,H,0,SVANVIK,0.097,0,0,0,1,0.306,0,0,0,1,0.736,0,0,0,0,0
540,Northern,R,H,0,SVANVIK,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
